5'nucleotidase increased	5'nucléotidase augmentée
Cycloplegia	Cycloplegie
Cyclosporine toxicity	Toxicité de la cyclosporine
Cyclothymic disorder	Trouble cyclothymique
Cyst	Kyste
Cyst epidermal	Kyste épidermique
Cystic fibrosis	Fibrose kystique
Cystine urine	Urine de cystine
Cystine urine present	Présence d'urine de cystine
Cystinosis	Cystinose
Cystinuria	Cystinurie
Cystitis	Cystite
Cystitis haemorrhagic	Cystite hémorragique
Cystitis interstitial	Cystite interstitielle
Cystitis noninfective	Cystite non infectieuse
Cystitis viral	Cystite virale
Cystocele	Cystocèle
Cystoid macular oedema	Oedème maculaire cystoïde
Cytarabine syndrome	Syndrome de cytarabine
Cytogenetic abnormality	Anomalie cytogénétique
Cytokine release syndrome	Syndrome de libération de cytokines
Cytolytic hepatitis	Hépatite cytolytique
Cytomegalovirus chorioretinitis	Choriorétinite à cytomégalovirus
Cytomegalovirus colitis	Colite à cytomégalovirus
Cytomegalovirus gastritis	Gastrite à cytomégalovirus
Cytomegalovirus hepatitis	Hépatite à cytomégalovirus
Cytomegalovirus infection	Infection à cytomégalovirus
Cytomegalovirus retinitis	Rétinite à cytomégalovirus
Cytomegalovirus syndrome	Syndrome de cytomégalovirus
Cytomegalovirus viraemia	Virémie à cytomégalovirus
Cytopenia	Cytopénie
Cytotoxic oedema	?dème cytotoxique
Dacryoadenitis acquired	Dacryoadénite acquise
Dacryocanaliculitis	Dacryocanaliculite
Dacryocystitis	Dacryocystite
Dacryostenosis acquired	Acquisition de la dacryosténose
Dactylitis	Dactylite
Dandruff	Pellicules
Dark circles under eyes	Cernes sous les yeux
Daytime sleepiness	La somnolence diurne
Dead foetus	Foetus mort
Deafness	Surdité
Deafness bilateral	Surdité bilatérale
Deafness neurosensory	Surdité neurosensorielle
Deafness permanent	Surdité permanente
Deafness transitory	Surdité transitoire
Deafness unilateral	Surdité unilatérale
Death	Décès
Death neonatal	Mort néonatale
Decompensated cirrhosis	Cirrhose décompensée
Decompensation cardiac	Décompensation cardiaque
Decreased appetite	Diminution de l'appétit
Decreased immune responsiveness	Diminution de la réponse immunitaire
Decreased interest	Diminution de l'intérêt
Decreased night vision	Vision nocturne diminuée
Decreased tolerance	Diminution de la tolérance
Decreased vibratory sense	Sens vibratoire diminué
Decubitus ulcer	Ulcère de décubitus
Deep vein thrombosis	Thrombose veineuse profonde
Deep vein thrombosis postoperative	Thrombose veineuse profonde postopératoire
Defaecation urgency	Urgence de défécation
Defect conduction intraventricular	Défaut de conduction intraventriculaire
Defective colour vision	Vision des couleurs défectueuse
Deficiency anaemia	Anémie par carence
Deficiency of bile secretion	Carence en sécrétion de bile
Degeneration of uterine fibroid	Dégénérescence des fibromes utérins
Degenerative myopia	Myopie dégénérative
Dehydration	Déshydratation
Delayed delivery	Livraison retardée
Delayed gastric emptying	Vidange gastrique retardée
Delayed orgasm	Orgasme retardé
Delayed puberty	Puberté retardée
Delayed recovery from anaesthesia	Retard de récupération après une anesthésie
Delirium	Délire
Delirium toxic	Délire toxique
Delirium tremens	Delirium tremens
Delusion	Illusion
Delusion of grandeur	Délire de grandeur
Delusional disorders	Troubles délirants
Delusional perception	Perception délirante
Demented	Dément
Dementia	Démence
Dementia Alzheimer's type	Type de démence Alzheimer
Dementia with Lewy bodies	Démence à corps de Lewy
Demyelinating polyneuropathy	Polyneuropathie démyélinisante
Demyelination	Démyélinisation
Demyelination disorder NOS	Trouble de démyélinisation SAI
Dendritic keratitis	Kératite dendritique
Dental caries	Caries dentaires
Dental discomfort	Inconfort dentaire
Dentoalveolar abscess	Abcès dento-alvéolaire
Dentofacial anomaly	Anomalie dento-faciale
Dependence	Dépendance
Dependence on opiates	Dépendance aux opiacés
Dependence physiological	Dépendance physiologique
Dependence psychological	Dépendance psychologique
Depersonalisation	Dépersonnalisation
Depersonalization syndrome	Syndrome de dépersonnalisation
Deposit calcium	Dépôt de calcium
Deposit eye	Oeil de dépôt
Depressed level of consciousness	Niveau de conscience déprimé
Depressed mood	Humeur dépressive
Depression	Dépression
Depression aggravated	Dépression aggravée
Depression suicidal	Dépression suicidaire
Depressive disorder	Dépression
Depressive episode	Épisode dépressif
Depressive symptom	Symptôme dépressif
Derealisation	Déréalisation
Dermal cyst	Kyste cutané
Dermatillomania	Dermatillomanie
Dermatitis	Dermatite
Dermatitis acneiform	Dermatite acnéiforme
Dermatitis atopic	Dermatite atopique
Dermatitis bullous	Dermatite bulleuse
Dermatitis contact	Contact avec la dermatite
Dermatitis diaper	Couche de dermatite
Dermatitis exfoliative	Exfoliation de la dermatite
Dermatitis eyelid	Paupière de dermatite
Dermatitis flare-up	Poussée de dermatite
Dermatitis hemorrhagic	Dermatite hémorragique
Dermatitis herpetiformis	Dermatite herpétiforme
Dermatitis infected	Dermatite infectée
Dermatitis irritant contact	Contact irritant avec la dermatite
Dermatitis perioral	Dermatite périorale
Dermatitis psoriasiform	Dermatite psoriasiforme
Dermatitis radiation NOS	Rayonnement de la dermatite SAI
Dermatochalasis	Dermatochalasis
Dermatofibrosarcoma protuberans	Dermatofibrosarcome protuberans
Dermatomyositis	Dermatomyosite
Dermatophytosis	Dermatophytose
Dermoid cyst	Kyste dermoïde
Dermoid cyst of ovary	Kyste dermoïde de l'ovaire
Descemetitis	Descémétite
Destructive thyroiditis	Thyroïdite destructrice
Detachment of retinal pigment epithelium	Détachement de l'épithélium pigmentaire rétinien
Detachment psychological	Détachement psychologique
Detrusor hyperreflexia	Hyperréflexie détrusorienne
Detrusor instability	Instabilité du détrusor
Developmental coordination disorder	Trouble de la coordination du développement
Developmental delay	Retard de développement
Developmental glaucoma	Glaucome développemental
Developmental hip dysplasia	Dysplasie développementale de la hanche
Device breakage	Rupture de l'appareil
Device capturing issue	Problème de capture de périphérique
Device dislocation	Dislocation de l'appareil
Device expulsion	Expulsion de l'appareil
Device interaction	Interaction avec l'appareil
Device malfunction	Dysfonctionnement de l'appareil
Device occlusion	Occlusion de l'appareil
Device related infection	Infection liée à l'appareil
Device related sepsis	Septicémie liée à l'appareil
Diabetes insipidus	Diabète insipide
Diabetes mellitus	Diabète sucré
Diabetes mellitus exacerbated	Le diabète sucré exacerbé
Diabetes mellitus inadequate control	Contrôle insuffisant du diabète sucré
Diabetic	Diabétique
Diabetic autonomic neuropathy	Neuropathie diabétique autonome
Diabetic coma	Coma diabétique
Diabetic complication	Complication diabétique
Diabetic foot infection	Infection du pied diabétique
Diabetic gastroparesis	Gastroparésie diabétique
Diabetic hyperglycaemic coma	Coma hyperglycémique diabétique
Diabetic hyperosmolar coma	Coma hyperosmolaire diabétique
Diabetic ketoacidosis	Acidocétose diabétique
Diabetic macular edema	?dème maculaire diabétique
Diabetic nephropathy	Néphropathie diabétique
Diabetic neuropathy	Neuropathie diabétique
Diabetic peripheral neuropathic pain	Douleur neuropathique diabétique périphérique
Diabetic peripheral neuropathy	Neuropathie périphérique diabétique
Diabetic retinal oedema	?dème rétinien diabétique
Diabetic retinopathy	Rétinopathie diabétique
Diabetic vascular disorder	Trouble vasculaire diabétique
Dialysis dementia	Démence de dialyse
Diamond-Blackfan anemia	Anémie Diamond-Blackfan
Diaphragmatic hernia	Hernie diaphragmatique
Diarrhoea	La diarrhée
Diarrhoea haemorrhagic	Diarrhée hémorragique
Diarrhoea predominant irritable bowel syndrome	Syndrome du côlon irritable prédominant de diarrhée
Diarrhoea, Clostridium difficile	Diarrhée, Clostridium difficile
Diastolic dysfunction	Dysfonctionnement diastolique
Diastolic hypertension	Hypertension diastolique
Diet refusal	Refus de régime
Difficulty focusing eyes	Difficulté à concentrer les yeux
Difficulty sleeping	Difficulté à dormir
Difficulty thinking	Difficulté à penser
Diffuse alopecia	Alopécie diffuse
Diffuse large B-cell lymphoma	Lymphome diffus à grandes cellules B
Digestion impaired	Digestion altérée
Digital ulcer	Ulcère numérique
Digitalis intoxication (NOS)	Intoxication digitalique (NOS)
Digitalis toxicity	Toxicité digitalique
Digoxin effect	Effet digoxine
Digoxin level increased	Augmentation du niveau de digoxine
Digoxin toxicity	Toxicité de la digoxine
Dihydropyrimidine dehydrogenase deficiency	Déficit en dihydropyrimidine déshydrogénase
Dilatation atrial	Dilatation auriculaire
Dilatation ventricular	Dilatation ventriculaire
Diphtheria	Diphtérie
Diphyllobothriasis	Diphyllobothriase
Diplegia	Diplégie
Diplopia	Diplopie
Direct bilirubin increased	Augmentation de la bilirubine directe
Disability	Invalidité
Discoid lupus erythematosus	Lupus érythémateux discoïde
Discomfort	Malaise
Discomfort rectal	Gêne rectale
Disease progression	Évolution de la maladie
Disease recurrence	Récidive de la maladie
Disequilibrium syndrome	Syndrome de déséquilibre
Disinhibition	Désinhibition
Disorder birth	Naissance trouble
Disorder calcium (NOS)	Trouble calcique (SAI)
Disorder periosteal	Trouble périosté
Disorder sight	Trouble de la vue
Disorders of fluid, electrolyte and acid-base balance	Troubles de l'équilibre hydrique, électrolytique et acido-basique
Disorders of urea cycle metabolism	Troubles du métabolisme du cycle de l'urée
Disorientation	Désorientation
Disseminated adenocarcinoma	Adénocarcinome disséminé
Disseminated intravascular coagulation	Coagulation intravasculaire disséminée
Disseminated mycobacterium avium complex infection	Infection du complexe mycobacterium avium disséminé
Disseminated tuberculosis	Tuberculose disséminée
Dissociation	Dissociation
Dissociative disorder	Trouble dissociatif
Distention	Dilatation
Distractibility	Distractibilité
Distress	Détresse
Distress gastrointestinal	Détresse gastro-intestinale
Disturbance in attention	Perturbation de l'attention
Disturbance in sexual arousal	Perturbation de l'excitation sexuelle
Disturbance in social behaviour	Perturbation du comportement social
Disulfiram like reaction	Réaction de type disulfirame
Disuse muscle atrophy	Désatrophier l'atrophie musculaire
Diuresis	Diurèse
Diuretic effect	Effet diurétique
Diverticular perforation	Perforation diverticulaire
Diverticulitis	Diverticulite
Diverticulitis aggravated	Diverticulite aggravée
Diverticulum	Diverticule
Diverticulum intestinal	Diverticule intestinal
Dizziness	Vertiges
Dizziness aggravated	Étourdissements aggravés
Dizziness exertional	Étourdissements à l'effort
Dizziness postural	Vertiges postural
Dizzy spells	Étourdissements
Dreaming excessive	Rêve excessif
Dreamy state	Etat de rêve
Dribbling of urine	Dribble d'urine
Drooling	Bave
Drop attacks	Drop attaques
Dropped beats	Battements perdus
Drowsiness	Somnolence
Drug - food interaction	Interaction médicament-aliment
Drug abuse	Abus de drogue
Drug administration error	Erreur d'administration du médicament
Drug craving	Envie de drogue
Drug dependence	Dépendance aux drogues
Drug effect decreased	Effet du médicament diminué
Drug effect increased	Effet médicamenteux augmenté
Drug effect prolonged	Effet médicamenteux prolongé
Drug eruption	Toxidermie
Drug fever	Fièvre du à un médicament
Drug hypersensitivity	Hypersensibilité médicamenteuse
Drug ineffective	Médicament inefficace
Drug interaction	Interaction médicamenteuse
Drug intolerance	Intolérance aux drogues
Drug level changed	Niveau de médicament changé
Drug level decreased	Niveau de médicament diminué
Drug level increased	Augmentation du niveau du médicament
Drug level therapeutic	Niveau thérapeutique du médicament
Drug maladministration	Mauvaise administration du médicament
Drug reaction with eosinophilia and systemic symptoms	Réaction médicamenteuse avec éosinophilie et symptômes systémiques
Drug screen positive	Dépistage positif du médicament
Drug seeking behavior	Comportement de recherche de médicament
Drug tolerance	Tolérance aux médicaments
Drug tolerance decreased	Tolérance aux médicaments diminuée
Drug toxicity	Toxicité médicamenteuse
Drug withdrawal convulsions	Convulsions de sevrage médicamenteux
Drug withdrawal syndrome	Syndrome de sevrage médicamenteux
Drug withdrawal syndrome neonatal	Syndrome de sevrage médicamenteux néonatal
Drug-induced cough	Toux d'origine médicamenteuse
Drug-induced hepatitis	Hépatite d'origine médicamenteuse
Drug-induced hypersensitivity syndrome	Syndrome d'hypersensibilité d'origine médicamenteuse
Drug-induced liver injury	Lésion hépatique d'origine médicamenteuse
Drug-induced lupus erythematosus	Lupus érythémateux d'origine médicamenteuse
Drug-induced parkinsonism	Parkinsonisme d'origine médicamenteuse
Dry cough	Toux sèche
Dry eye	Yeux secs
Dry eye syndrome	Syndrome de l'?il sec
Dry hair	Cheveux secs
Dry mouth	Bouche sèche
Dry scalp	Cuir chevelu sec
Dry skin	Peau sèche
Dry throat	Gorge sèche
Dumping syndrome	Syndrome de dumping gastrique
Duodenal perforation	Perforation duodénale
Duodenal ulcer	Ulcère duodénal
Duodenal ulcer aggravated	Ulcère duodénal aggravé
Duodenal ulcer haemorrhage	Hémorragie d'ulcère duodénal
Duodenal ulcer perforation	Perforation de l'ulcère duodénal
Duodenitis	Duodénite
Duodenitis haemorrhagic	Duodénite hémorragique
Dupuytren's contracture	Contracture de Dupuytren
Dwarfism	Nanisme
Dysacusis	Dysacousie
Dysaesthesia	Dysesthésie
Dysaesthesia pharynx	Dysesthésie pharynx
Dysarthria	Dysarthrie
Dysautonomia	Dysautonomie
Dyschezia	Dyschezia
Dyschromatopsia	Dyschromatopsie
Dysdiadochokinesis	Dysdiadochokinesie
Dysentery	Dysenterie
Dysequilibrium	Dysequilibrium
Dysfunction adrenal	Dysfonction surrénale
Dysfunction thyroid	Dysfonction thyroïdienne
Dysgeusia	Dysgueusie
Dysgraphia	Dysgraphie
Dyshidrotic eczema	Eczéma dyshidrotique
Dyskinesia	Dyskinésie
Dyslexia	Dyslexie
Dyslipidaemia	Dyslipidémie
Dyslipoproteinaemia	Dyslipoprotéinémie
Dysmenorrhoea	Dysménorrhée
Dysmetria	Dysmetrie
Dysmorphism	Dysmorphisme
Dysosmia	Dysosmie
Dyspareunia	Dyspareunie
Dyspepsia	Dyspepsie
Dyspepsia aggravated	Dyspepsie aggravée
Dyspeptic signs and symptoms	Signes et symptômes dyspeptiques
Dysphagia	Dysphagie
Dysphasia	Dysphasie
Dysphemia	Dysphémie
Dysphonia	Dysphonie
Dysphoria	Dysphorie
Dysplasia	Dysplasie
Dyspnoea	Dyspnée
Dyspnoea at rest	Dyspnée au repos
Dyspnoea exacerbated	Dyspnée exacerbée
Dyspnoea exertional	Dyspnée d'effort
Dyspnoea paroxysmal nocturnal	Dyspnée paroxystique nocturne
Dyssomnia	Dyssomnie
Dysstasia	Dysstasie
Dysthymic disorder	Dysthymie
Dystonia	Dystonie
Dystonic reaction	Réaction dystonique
Dystrophic calcification	Calcification dystrophique
Dysuria	Dysurie
Ear and labyrinth disorders	Affections de l'oreille et du labyrinthe
